--from https://raw.githubusercontent.com/postgis/postgis/svn-trunk/spatial_ref_sys.sql
4006,EPSG,4006,"GEOGCS[""Unknown datum based upon the Bessel Namibia ellipsoid"",DATUM[""Not_specified_based_on_Bessel_Namibia_ellipsoid"",SPHEROID[""Bessel Namibia (GLM)"",6377483.865280419,299.1528128,AUTHORITY[""EPSG"",""7046""]],AUTHORITY[""EPSG"",""6006""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4006""]]",+proj=longlat +ellps=bess_nam +no_defs
4007,EPSG,4007,"GEOGCS[""Unknown datum based upon the Clarke 1858 ellipsoid"",DATUM[""Not_specified_based_on_Clarke_1858_ellipsoid"",SPHEROID[""Clarke 1858"",6378293.645208759,294.2606763692569,AUTHORITY[""EPSG"",""7007""]],AUTHORITY[""EPSG"",""6007""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4007""]]",+proj=longlat +a=6378293.645208759 +b=6356617.987679838 +no_defs
4008,EPSG,4008,"GEOGCS[""Unknown datum based upon the Clarke 1866 ellipsoid"",DATUM[""Not_specified_based_on_Clarke_1866_ellipsoid"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6008""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4008""]]",+proj=longlat +ellps=clrk66 +no_defs
4009,EPSG,4009,"GEOGCS[""Unknown datum based upon the Clarke 1866 Michigan ellipsoid"",DATUM[""Not_specified_based_on_Clarke_1866_Michigan_ellipsoid"",SPHEROID[""Clarke 1866 Michigan"",6378450.047548896,294.9786971646739,AUTHORITY[""EPSG"",""7009""]],AUTHORITY[""EPSG"",""6009""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4009""]]",+proj=longlat +a=6378450.047548896 +b=6356826.621488444 +no_defs
4010,EPSG,4010,"GEOGCS[""Unknown datum based upon the Clarke 1880 (Benoit) ellipsoid"",DATUM[""Not_specified_based_on_Clarke_1880_Benoit_ellipsoid"",SPHEROID[""Clarke 1880 (Benoit)"",6378300.789,293.4663155389802,AUTHORITY[""EPSG"",""7010""]],AUTHORITY[""EPSG"",""6010""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4010""]]",+proj=longlat +a=6378300.789 +b=6356566.435 +no_defs
4011,EPSG,4011,"GEOGCS[""Unknown datum based upon the Clarke 1880 (IGN) ellipsoid"",DATUM[""Not_specified_based_on_Clarke_1880_IGN_ellipsoid"",SPHEROID[""Clarke 1880 (IGN)"",6378249.2,293.4660212936265,AUTHORITY[""EPSG"",""7011""]],AUTHORITY[""EPSG"",""6011""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4011""]]",+proj=longlat +a=6378249.2 +b=6356515 +no_defs
4012,EPSG,4012,"GEOGCS[""Unknown datum based upon the Clarke 1880 (RGS) ellipsoid"",DATUM[""Not_specified_based_on_Clarke_1880_RGS_ellipsoid"",SPHEROID[""Clarke 1880 (RGS)"",6378249.145,293.465,AUTHORITY[""EPSG"",""7012""]],AUTHORITY[""EPSG"",""6012""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4012""]]",+proj=longlat +ellps=clrk80 +no_defs
4013,EPSG,4013,"GEOGCS[""Unknown datum based upon the Clarke 1880 (Arc) ellipsoid"",DATUM[""Not_specified_based_on_Clarke_1880_Arc_ellipsoid"",SPHEROID[""Clarke 1880 (Arc)"",6378249.145,293.4663077,AUTHORITY[""EPSG"",""7013""]],AUTHORITY[""EPSG"",""6013""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4013""]]",+proj=longlat +a=6378249.145 +b=6356514.966398753 +no_defs
4014,EPSG,4014,"GEOGCS[""Unknown datum based upon the Clarke 1880 (SGA 1922) ellipsoid"",DATUM[""Not_specified_based_on_Clarke_1880_SGA_1922_ellipsoid"",SPHEROID[""Clarke 1880 (SGA 1922)"",6378249.2,293.46598,AUTHORITY[""EPSG"",""7014""]],AUTHORITY[""EPSG"",""6014""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4014""]]",+proj=longlat +a=6378249.2 +b=6356514.996941779 +no_defs
4015,EPSG,4015,"GEOGCS[""Unknown datum based upon the Everest 1830 (1937 Adjustment) ellipsoid"",DATUM[""Not_specified_based_on_Everest_1830_1937_Adjustment_ellipsoid"",SPHEROID[""Everest 1830 (1937 Adjustment)"",6377276.345,300.8017,AUTHORITY[""EPSG"",""7015""]],AUTHORITY[""EPSG"",""6015""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4015""]]",+proj=longlat +a=6377276.345 +b=6356075.41314024 +no_defs
4016,EPSG,4016,"GEOGCS[""Unknown datum based upon the Everest 1830 (1967 Definition) ellipsoid"",DATUM[""Not_specified_based_on_Everest_1830_1967_Definition_ellipsoid"",SPHEROID[""Everest 1830 (1967 Definition)"",6377298.556,300.8017,AUTHORITY[""EPSG"",""7016""]],AUTHORITY[""EPSG"",""6016""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4016""]]",+proj=longlat +ellps=evrstSS +no_defs
4018,EPSG,4018,"GEOGCS[""Unknown datum based upon the Everest 1830 Modified ellipsoid"",DATUM[""Not_specified_based_on_Everest_1830_Modified_ellipsoid"",SPHEROID[""Everest 1830 Modified"",6377304.063,300.8017,AUTHORITY[""EPSG"",""7018""]],AUTHORITY[""EPSG"",""6018""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4018""]]",+proj=longlat +a=6377304.063 +b=6356103.038993155 +no_defs
4019,EPSG,4019,"GEOGCS[""Unknown datum based upon the GRS 1980 ellipsoid"",DATUM[""Not_specified_based_on_GRS_1980_ellipsoid"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6019""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4019""]]",+proj=longlat +ellps=GRS80 +no_defs
4020,EPSG,4020,"GEOGCS[""Unknown datum based upon the Helmert 1906 ellipsoid"",DATUM[""Not_specified_based_on_Helmert_1906_ellipsoid"",SPHEROID[""Helmert 1906"",6378200,298.3,AUTHORITY[""EPSG"",""7020""]],AUTHORITY[""EPSG"",""6020""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4020""]]",+proj=longlat +ellps=helmert +no_defs
4021,EPSG,4021,"GEOGCS[""Unknown datum based upon the Indonesian National Spheroid"",DATUM[""Not_specified_based_on_Indonesian_National_Spheroid"",SPHEROID[""Indonesian National Spheroid"",6378160,298.247,AUTHORITY[""EPSG"",""7021""]],AUTHORITY[""EPSG"",""6021""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4021""]]",+proj=longlat +a=6378160 +b=6356774.50408554 +no_defs
4022,EPSG,4022,"GEOGCS[""Unknown datum based upon the International 1924 ellipsoid"",DATUM[""Not_specified_based_on_International_1924_ellipsoid"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],AUTHORITY[""EPSG"",""6022""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4022""]]",+proj=longlat +ellps=intl +no_defs
4023,EPSG,4023,"GEOGCS[""MOLDREF99"",DATUM[""MOLDREF99"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""1032""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4023""]]","+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs"
4024,EPSG,4024,"GEOGCS[""Unknown datum based upon the Krassowsky 1940 ellipsoid"",DATUM[""Not_specified_based_on_Krassowsky_1940_ellipsoid"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],AUTHORITY[""EPSG"",""6024""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4024""]]",+proj=longlat +ellps=krass +no_defs
4025,EPSG,4025,"GEOGCS[""Unknown datum based upon the NWL 9D ellipsoid"",DATUM[""Not_specified_based_on_NWL_9D_ellipsoid"",SPHEROID[""NWL 9D"",6378145,298.25,AUTHORITY[""EPSG"",""7025""]],AUTHORITY[""EPSG"",""6025""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4025""]]",+proj=longlat +ellps=WGS66 +no_defs
4027,EPSG,4027,"GEOGCS[""Unknown datum based upon the Plessis 1817 ellipsoid"",DATUM[""Not_specified_based_on_Plessis_1817_ellipsoid"",SPHEROID[""Plessis 1817"",6376523,308.64,AUTHORITY[""EPSG"",""7027""]],AUTHORITY[""EPSG"",""6027""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4027""]]",+proj=longlat +a=6376523 +b=6355862.933255573 +no_defs
4028,EPSG,4028,"GEOGCS[""Unknown datum based upon the Struve 1860 ellipsoid"",DATUM[""Not_specified_based_on_Struve_1860_ellipsoid"",SPHEROID[""Struve 1860"",6378298.3,294.73,AUTHORITY[""EPSG"",""7028""]],AUTHORITY[""EPSG"",""6028""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4028""]]",+proj=longlat +a=6378298.3 +b=6356657.142669561 +no_defs
4029,EPSG,4029,"GEOGCS[""Unknown datum based upon the War Office ellipsoid"",DATUM[""Not_specified_based_on_War_Office_ellipsoid"",SPHEROID[""War Office"",6378300,296,AUTHORITY[""EPSG"",""7029""]],AUTHORITY[""EPSG"",""6029""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4029""]]",+proj=longlat +a=6378300 +b=6356751.689189189 +no_defs
4030,EPSG,4030,"GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not_specified_based_on_WGS_84_ellipsoid"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6030""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4030""]]",+proj=longlat +ellps=WGS84 +no_defs
4031,EPSG,4031,"GEOGCS[""Unknown datum based upon the GEM 10C ellipsoid"",DATUM[""Not_specified_based_on_GEM_10C_ellipsoid"",SPHEROID[""GEM 10C"",6378137,298.257223563,AUTHORITY[""EPSG"",""7031""]],AUTHORITY[""EPSG"",""6031""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4031""]]",+proj=longlat +ellps=WGS84 +no_defs
4032,EPSG,4032,"GEOGCS[""Unknown datum based upon the OSU86F ellipsoid"",DATUM[""Not_specified_based_on_OSU86F_ellipsoid"",SPHEROID[""OSU86F"",6378136.2,298.257223563,AUTHORITY[""EPSG"",""7032""]],AUTHORITY[""EPSG"",""6032""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4032""]]",+proj=longlat +a=6378136.2 +b=6356751.516927429 +no_defs
4033,EPSG,4033,"GEOGCS[""Unknown datum based upon the OSU91A ellipsoid"",DATUM[""Not_specified_based_on_OSU91A_ellipsoid"",SPHEROID[""OSU91A"",6378136.3,298.257223563,AUTHORITY[""EPSG"",""7033""]],AUTHORITY[""EPSG"",""6033""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4033""]]",+proj=longlat +a=6378136.3 +b=6356751.616592146 +no_defs
4034,EPSG,4034,"GEOGCS[""Unknown datum based upon the Clarke 1880 ellipsoid"",DATUM[""Not_specified_based_on_Clarke_1880_ellipsoid"",SPHEROID[""Clarke 1880"",6378249.144808011,293.4663076556349,AUTHORITY[""EPSG"",""7034""]],AUTHORITY[""EPSG"",""6034""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4034""]]",+proj=longlat +a=6378249.144808011 +b=6356514.966204134 +no_defs
4035,EPSG,4035,"GEOGCS[""Unknown datum based upon the Authalic Sphere"",DATUM[""Not_specified_based_on_Authalic_Sphere"",SPHEROID[""Sphere"",6371000,0,AUTHORITY[""EPSG"",""7035""]],AUTHORITY[""EPSG"",""6035""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9108""]],AUTHORITY[""EPSG"",""4035""]]",+proj=longlat +a=6371000 +b=6371000 +no_defs
4036,EPSG,4036,"GEOGCS[""Unknown datum based upon the GRS 1967 ellipsoid"",DATUM[""Not_specified_based_on_GRS_1967_ellipsoid"",SPHEROID[""GRS 1967"",6378160,298.247167427,AUTHORITY[""EPSG"",""7036""]],AUTHORITY[""EPSG"",""6036""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4036""]]",+proj=longlat +ellps=GRS67 +no_defs
4041,EPSG,4041,"GEOGCS[""Unknown datum based upon the Average Terrestrial System 1977 ellipsoid"",DATUM[""Not_specified_based_on_Average_Terrestrial_System_1977_ellipsoid"",SPHEROID[""Average Terrestrial System 1977"",6378135,298.257,AUTHORITY[""EPSG"",""7041""]],AUTHORITY[""EPSG"",""6041""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4041""]]",+proj=longlat +a=6378135 +b=6356750.304921594 +no_defs
4042,EPSG,4042,"GEOGCS[""Unknown datum based upon the Everest (1830 Definition) ellipsoid"",DATUM[""Not_specified_based_on_Everest_1830_Definition_ellipsoid"",SPHEROID[""Everest (1830 Definition)"",6377299.36559538,300.8017255433552,AUTHORITY[""EPSG"",""7042""]],AUTHORITY[""EPSG"",""6042""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4042""]]",+proj=longlat +a=6377299.36559538 +b=6356098.359005156 +no_defs
4043,EPSG,4043,"GEOGCS[""Unknown datum based upon the WGS 72 ellipsoid"",DATUM[""Not_specified_based_on_WGS_72_ellipsoid"",SPHEROID[""WGS 72"",6378135,298.26,AUTHORITY[""EPSG"",""7043""]],AUTHORITY[""EPSG"",""6043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4043""]]",+proj=longlat +ellps=WGS72 +no_defs
4044,EPSG,4044,"GEOGCS[""Unknown datum based upon the Everest 1830 (1962 Definition) ellipsoid"",DATUM[""Not_specified_based_on_Everest_1830_1962_Definition_ellipsoid"",SPHEROID[""Everest 1830 (1962 Definition)"",6377301.243,300.8017255,AUTHORITY[""EPSG"",""7044""]],AUTHORITY[""EPSG"",""6044""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4044""]]",+proj=longlat +a=6377301.243 +b=6356100.230165384 +no_defs
4045,EPSG,4045,"GEOGCS[""Unknown datum based upon the Everest 1830 (1975 Definition) ellipsoid"",DATUM[""Not_specified_based_on_Everest_1830_1975_Definition_ellipsoid"",SPHEROID[""Everest 1830 (1975 Definition)"",6377299.151,300.8017255,AUTHORITY[""EPSG"",""7045""]],AUTHORITY[""EPSG"",""6045""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4045""]]",+proj=longlat +a=6377299.151 +b=6356098.145120132 +no_defs
4046,EPSG,4046,"GEOGCS[""RGRDC 2005"",DATUM[""Reseau_Geodesique_de_la_RDC_2005"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""1033""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4046""]]","+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs"
4047,EPSG,4047,"GEOGCS[""Unspecified datum based upon the GRS 1980 Authalic Sphere"",DATUM[""Not_specified_based_on_GRS_1980_Authalic_Sphere"",SPHEROID[""GRS 1980 Authalic Sphere"",6371007,0,AUTHORITY[""EPSG"",""7048""]],AUTHORITY[""EPSG"",""6047""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4047""]]",+proj=longlat +a=6371007 +b=6371007 +no_defs
4052,EPSG,4052,"GEOGCS[""Unspecified datum based upon the Clarke 1866 Authalic Sphere"",DATUM[""Not_specified_based_on_Clarke_1866_Authalic_Sphere"",SPHEROID[""Clarke 1866 Authalic Sphere"",6370997,0,AUTHORITY[""EPSG"",""7052""]],AUTHORITY[""EPSG"",""6052""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4052""]]",+proj=longlat +a=6370997 +b=6370997 +no_defs
4053,EPSG,4053,"GEOGCS[""Unspecified datum based upon the International 1924 Authalic Sphere"",DATUM[""Not_specified_based_on_International_1924_Authalic_Sphere"",SPHEROID[""International 1924 Authalic Sphere"",6371228,0,AUTHORITY[""EPSG"",""7057""]],AUTHORITY[""EPSG"",""6053""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4053""]]",+proj=longlat +a=6371228 +b=6371228 +no_defs
4054,EPSG,4054,"GEOGCS[""Unspecified datum based upon the Hughes 1980 ellipsoid"",DATUM[""Not_specified_based_on_Hughes_1980_ellipsoid"",SPHEROID[""Hughes 1980"",6378273,298.279411123061,AUTHORITY[""EPSG"",""7058""]],AUTHORITY[""EPSG"",""6054""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4054""]]",+proj=longlat +a=6378273 +b=6356889.449 +no_defs
